City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,lulea,65.5842,22.1547,-1.96,93,100,3.6,SE,1711923567
362,manavalakurichi,8.1333,77.3,26.77,72,38,1.94,IN,1711923567
363,regina,50.4501,-104.6178,1.69,53,56,3.58,CA,1711922895
364,smithers,54.7804,-127.1743,13.18,30,20,7.2,CA,1711923567
365,san pedro,14.35,121.0167,27.42,84,20,2.06,PH,1711923567
366,monteros,-27.1674,-65.4983,27.84,63,0,1.21,AR,1711923567
367,sale,34.0389,-6.8166,13.38,100,75,2.06,MA,1711923568
368,levanger,63.7464,11.2996,4.03,98,100,1.63,NO,1711923568
369,cidreira,-30.1811,-50.2056,23.57,83,91,2.88,BR,1711923475
370,northam,51.0333,-4.2167,8.67,94,100,5.83,GB,1711923568
371,coronel suarez,-37.4547,-61.9334,16.06,46,99,4.2,AR,1711923304
372,juruti,-2.1522,-56.0922,26.39,89,64,1.39,BR,1711923568
373,gospic,44.5461,15.3747,13.83,87,89,5.91,HR,1711923568
374,majene,-3.5403,118.9707,25.01,91,100,1.95,ID,1711923569
375,kamennogorsk,60.9545,29.1339,4.75,95,77,2.9,RU,1711923569
376,blenheim,-41.516,173.9528,14.18,78,96,0.83,NZ,1711923569
377,ciudad rio bravo,25.9833,-98.1,30.95,58,100,5.14,MX,1711923569
378,sechura,-5.5569,-80.8222,27.4,56,100,5.89,PE,1711923569
379,kuandian,40.7286,124.7847,1.39,57,6,0.72,CN,1711923569
380,akureyri,65.6835,-18.0878,-5.85,96,100,1.55,IS,1711923448
381,marsh harbour,26.5412,-77.0636,21.97,56,1,4.13,BS,1711923429
382,isiro,2.7739,27.616,18.48,99,100,2.06,CD,1711923454
383,aver-o-mar,41.4078,-8.7812,11.31,82,75,5.14,PT,1711923570
384,juneau,58.3019,-134.4197,6.34,56,75,5.66,US,1711923568
385,suva,-18.1416,178.4415,28.71,79,75,3.6,FJ,1711923453
386,al muwayh,22.4333,41.7583,20.31,67,51,6.39,SA,1711923570
387,sinjhoro,26.0303,68.809,24.4,16,85,1.62,PK,1711923570
388,dryden,49.7833,-92.7503,-0.84,55,20,2.57,CA,1711923570
389,fada,9.5667,8.3,26.44,48,100,1.05,NG,1711923571
390,la paz,-16.5,-68.15,11.99,76,75,3.6,BO,1711923571
391,ust'-ilimsk,58.0006,102.6619,-0.31,94,100,3.13,RU,1711923571
392,linxia chengguanzhen,35.6003,103.2064,12.28,56,84,0.49,CN,1711923460
393,kijang,35.2442,129.2139,11.62,68,0,2.3,KR,1711923443
394,kirensk,57.7853,108.1119,-1.69,98,100,1.79,RU,1711923571
395,bereznik,62.8551,42.7072,0.06,95,99,1.14,RU,1711923443
396,quimper,48.0,-4.1,8.31,93,38,1.92,FR,1711923572
397,qaqortoq,60.7167,-46.0333,-4.87,80,56,2.22,GL,1711923436
398,chanar ladeado,-33.3252,-62.0383,20.21,61,31,3.48,AR,1711923572
399,heroica caborca,30.7167,-112.15,15.93,66,100,7.24,MX,1711923572
400,kokomo,40.4864,-86.1336,19.46,49,0,3.09,US,1711923285
401,ancud,-41.8697,-73.8203,11.22,67,3,2.58,CL,1711923398
402,baikonur,45.6167,63.3167,6.02,62,96,3.85,KZ,1711923573
403,'ain merane,36.1628,0.9704,12.66,70,47,8.13,DZ,1711923573
404,sodra sandby,56.5667,16.6167,5.5,93,81,1.94,SE,1711923573
405,masuguru,-11.3667,38.4167,22.22,94,79,1.05,TZ,1711923573
406,popondetta,-8.7537,148.2534,26.15,90,100,0.67,PG,1711923573
407,lethem,3.3803,-59.7968,33.15,45,100,3.93,GY,1711923573
408,minas de marcona,-15.2119,-75.1103,19.46,72,63,7.15,PE,1711923574
409,dhidhdhoo,6.8833,73.1,28.58,70,25,0.73,MV,1711923574
410,las khorey,11.1595,48.1967,27.03,81,4,4.77,SO,1711923574
411,khandyga,62.6667,135.6,-24.27,100,99,0.49,RU,1711923137
412,nyurba,63.2842,118.3319,-25.27,100,22,1.55,RU,1711923475
413,faya-largeau,17.9257,19.1043,30.69,13,0,5.41,TD,1711923574
414,diboll,31.1871,-94.781,27.34,69,75,5.14,US,1711923574
415,betio village,1.358,172.9211,28.02,80,29,7.05,KI,1711923575
416,olyokminsk,60.3736,120.4264,-21.68,99,84,0.81,RU,1711923575
417,ghat,24.9647,10.1728,26.19,8,0,1.33,LY,1711923444
418,les anglais,18.3054,-74.2197,26.3,75,95,0.98,HT,1711923575
419,kihancha,-1.1838,34.6262,17.53,89,75,2.08,KE,1711923575
420,verdal,63.7933,11.4817,4.02,99,100,1.1,NO,1711923332
421,tabina,7.4669,123.4081,27.26,80,67,3.62,PH,1711923575
422,tazovsky,67.4667,78.7,-22.08,99,100,2.09,RU,1711923454
423,tavsanli,39.5424,29.4987,13.59,57,5,0.71,TR,1711923576
424,black river,18.0264,-77.8487,27.87,64,17,1.79,JM,1711923576
425,natal,-5.795,-35.2094,25.36,88,20,1.03,BR,1711923228
426,toliara,-23.35,43.6667,25.12,74,4,6.82,MG,1711923576
427,aqaba,29.5267,35.0078,27.92,28,4,10.29,JO,1711923576
428,semporna,4.4818,118.6112,25.96,87,83,1.8,MY,1711923429
429,crucecita,-28.95,-58.9833,23.38,87,100,5.44,AR,1711923577
430,bakanas,44.8081,76.2772,4.13,52,9,3.04,KZ,1711923577
431,kristinestad,62.2743,21.376,4.5,96,100,2.09,FI,1711923577
432,preston,53.7667,-2.7167,8.71,82,81,6.75,GB,1711923478
433,emerald,-23.5333,148.1667,22.97,74,100,3.38,AU,1711923288
434,avallon,47.4833,3.9,8.01,97,100,1.47,FR,1711923577
435,andreapol',56.6513,32.2664,11.82,90,100,3.77,RU,1711923578
436,port macquarie,-31.4333,152.9167,21.05,79,95,0.92,AU,1711923422
437,salalah,17.0151,54.0924,26.05,61,0,1.54,OM,1711923578
438,kill devil hills,36.0307,-75.676,20.0,78,0,2.57,US,1711923486
439,lillehammer,61.1146,10.4674,-0.35,96,100,1.83,NO,1711923578
440,san luis de la loma,17.2706,-100.8939,29.62,57,26,4.03,MX,1711923578
441,barah,13.7,30.3667,24.03,13,18,5.69,SD,1711923578
442,new norfolk,-42.7826,147.0587,13.29,87,100,0.67,AU,1711923461
443,aldan,58.6031,125.3894,-19.77,95,99,1.56,RU,1711923579
444,alaghsas,17.0187,8.0168,31.74,9,49,4.58,NE,1711923579
445,cururupu,-1.8283,-44.8683,25.53,92,35,1.45,BR,1711923579
446,xai-xai,-25.0519,33.6442,21.72,86,81,2.97,MZ,1711923579
447,lofthouse,53.7295,-1.497,7.49,93,75,6.17,GB,1711923579
448,abepura,-2.6333,140.5833,25.45,89,40,0.51,ID,1711923579
449,lamar,33.6668,-95.5836,23.69,80,100,7.2,US,1711923580
450,bumba,2.1833,22.4667,23.48,93,67,1.18,CD,1711923373
451,tongchuanshi,35.0806,109.0897,14.82,67,62,2.16,CN,1711923580
452,valle de la pascua,9.2155,-66.0073,32.44,33,98,6.38,VE,1711923580
453,nagqu,31.5,92.0,-2.35,24,100,6.93,CN,1711923467
454,abaza,52.655,90.0928,-0.08,93,100,2.88,RU,1711923580
455,birjand,32.8663,59.2211,10.26,23,0,3.09,IR,1711923580
456,amasra,41.7463,32.3863,16.83,62,100,3.63,TR,1711923581
457,dowlatabad,32.7998,51.6955,6.82,39,0,2.06,IR,1711923581
458,enshi,30.3,109.4833,16.81,87,100,0.53,CN,1711923431
459,timbuktu,16.7735,-3.0074,33.8,14,68,2.93,ML,1711923581
460,tromso,69.6496,18.957,-4.99,80,0,2.57,NO,1711923303
461,caleta de carquin,-11.0925,-77.6267,23.97,77,23,5.54,PE,1711923582
462,noumea,-22.2763,166.4572,26.99,99,1,2.6,NC,1711923582
463,baringo,0.4667,35.9667,23.07,61,73,1.22,KE,1711923582
464,zabid,14.1951,43.3152,27.79,72,73,5.72,YE,1711923582
465,godda,24.8333,87.2167,30.02,27,0,5.51,IN,1711923582
466,fisterra,42.9049,-9.2629,10.97,74,53,10.46,ES,1711923582
467,ciudad lazaro cardenas,17.9583,-102.2,28.71,55,27,5.37,MX,1711923464
468,glencoe,-28.1783,30.147,14.97,88,95,1.64,ZA,1711923583
469,diu,20.7141,70.9822,23.63,62,21,5.58,IN,1711923583
470,pizhou,34.3114,117.9503,10.9,92,2,3.24,CN,1711923583
471,pingdingshan,33.7385,113.3012,16.52,84,81,1.94,CN,1711923583
472,coahuayana de hidalgo,18.7,-103.6583,30.36,45,40,3.15,MX,1711923453
473,castillos,-34.1667,-53.8333,16.75,69,100,4.9,UY,1711923432
474,aliaga,15.5167,120.8667,25.72,90,43,2.15,PH,1711923583
475,silifke,36.3778,33.9344,20.58,53,93,1.43,TR,1711923584
476,biltine,14.5333,20.9167,28.55,12,93,4.91,TD,1711923584
477,rawala kot,33.8578,73.7604,9.75,55,98,3.44,PK,1711923584
478,vernal,40.4555,-109.5287,8.84,58,100,6.17,US,1711923484
479,kavaratti,10.5669,72.642,28.45,73,4,4.31,IN,1711923493
480,dwarka,22.2394,68.9678,24.56,76,100,4.58,IN,1711923585
481,phan thiet,10.9333,108.1,24.4,91,8,1.04,VN,1711923585
482,rivne,50.6231,26.2274,16.71,64,56,4.14,UA,1711923585
483,sao joao da barra,-21.6403,-41.0511,25.05,91,8,4.06,BR,1711923472
484,saudarkrokur,65.7461,-19.6394,-4.86,77,80,8.29,IS,1711923585
485,la plata,-34.9215,-57.9545,19.46,56,88,6.29,AR,1711923026
486,lautaro,-38.5167,-72.45,13.99,42,88,3.91,CL,1711923585
487,island harbour,50.724,-1.2758,9.56,93,100,0.45,GB,1711923586
488,dingtao,35.0683,115.5625,13.77,95,18,3.96,CN,1711923586
489,saguenay,48.4168,-71.0657,2.82,52,96,2.24,CA,1711923467
490,pampa,35.5362,-100.9599,27.53,31,0,6.17,US,1711923586
491,bubaque,11.2833,-15.8333,24.84,73,64,9.95,GW,1711923477
492,kulhudhuffushi,6.6221,73.07,28.54,70,20,0.68,MV,1711923586
493,opuwo,-18.0607,13.84,21.75,40,53,1.6,NA,1711923586
494,rio grande,-32.035,-52.0986,23.06,83,100,9.27,BR,1711923362
495,agogo,6.8,-1.0819,24.18,83,100,4.16,GH,1711923587
496,n'zeto,-7.2312,12.8666,27.38,88,100,0.98,AO,1711923587
497,la tuque,47.4334,-72.7824,6.14,26,100,3.09,CA,1711923587
498,tadine,-21.55,167.8833,24.81,73,26,5.61,NC,1711923587
499,svetlyy,54.675,20.1347,16.03,76,68,3.51,RU,1711923587
500,bamusso,4.4591,8.9027,27.45,84,100,2.25,CM,1711923587
501,piacabucu,-10.4056,-36.4344,27.45,83,44,3.26,BR,1711923411
502,colchani,-20.3,-66.9333,14.59,26,100,3.58,BO,1711923493
503,las lomitas,-24.7096,-60.593,27.75,66,71,1.26,AR,1711923588
504,hilo,19.7297,-155.09,25.61,75,75,4.63,US,1711923375
505,tarawa,1.419,172.984,28.05,89,75,4.12,KI,1711923458
506,badarganj,25.674,89.0549,27.24,37,6,3.19,BD,1711923588
507,oliveira dos brejinhos,-12.3169,-42.8961,28.6,41,99,0.36,BR,1711923588
508,koryazhma,61.3143,47.1691,3.28,93,100,2.87,RU,1711923588
509,cruzeiro do sul,-29.5128,-51.9853,26.96,77,74,0.61,BR,1711923589
510,ararangua,-28.9347,-49.4858,21.93,83,90,0.97,BR,1711923589
511,san fernando,15.0286,120.6898,23.61,85,90,0.8,PH,1711922996
512,puerto la cruz,10.2167,-64.6167,26.59,81,95,6.22,VE,1711923589
513,praia,14.9215,-23.5087,22.3,64,75,7.72,CV,1711923319
514,grand-bassam,5.2118,-3.7388,28.98,81,100,1.51,CI,1711923589
515,minab,27.1467,57.0801,22.26,70,98,1.2,IR,1711923589
516,meizhou,24.2977,116.1072,21.32,94,91,0.46,CN,1711923590
517,mukalla,14.5425,49.1242,26.26,71,53,3.45,YE,1711923424
518,oum hadjer,13.2954,19.6966,32.05,11,100,5.69,TD,1711923590
519,bandar-e lengeh,26.5579,54.8807,23.5,62,98,3.27,IR,1711923590
520,pont rouge,48.8833,-72.0825,2.16,63,100,4.4,CA,1711923590
521,sydney,-33.8679,151.2073,21.32,81,0,2.57,AU,1711923342
522,harstad,68.799,16.5293,-3.25,80,38,10.73,NO,1711923590
523,belmonte,-15.8631,-38.8828,27.14,81,4,3.04,BR,1711923491
524,akrehamn,59.2667,5.1833,5.14,93,100,4.12,NO,1711923591
525,saint-joseph,-21.3667,55.6167,25.21,85,78,5.1,RE,1711923314
526,karasuk,53.7377,78.0403,0.66,99,100,3.17,RU,1711923591
527,tyukhtet,56.5389,89.3011,-6.89,90,42,3.45,RU,1711923591
528,nova xavantina,-14.6667,-52.35,26.12,86,91,1.31,BR,1711923443
529,meadow lakes,61.6247,-149.6011,2.73,72,100,4.63,US,1711923591
530,maria aurora,15.7967,121.4737,21.64,96,60,0.76,PH,1711923591
531,bodo,67.28,14.405,2.02,68,75,7.2,NO,1711923592
532,port saint john's,-31.6229,29.5448,22.79,83,72,6.4,ZA,1711923458
533,ta`u,-14.2336,-169.5144,29.3,77,23,8.41,AS,1711923438
534,katsuren-haebaru,26.3369,127.8719,20.05,94,75,1.54,JP,1711923293
535,shalkar,47.8288,59.6258,4.28,68,87,1.75,KZ,1711923592
536,karimganj,24.8667,92.35,20.73,96,59,1.1,IN,1711923592
537,manacapuru,-3.2997,-60.6206,27.25,86,90,1.46,BR,1711923580
538,tsiombe,-25.3,45.4833,22.4,83,70,8.04,MG,1711923444
539,happy valley-goose bay,53.3168,-60.3315,1.78,83,99,3.21,CA,1711923310
540,shimokizukuri,40.8061,140.3861,7.16,67,54,2.23,JP,1711923593
541,labasa,-16.4167,179.3833,29.64,70,99,1.99,FJ,1711923593
542,anaconda,46.1285,-112.9423,6.55,57,100,6.08,US,1711923593
543,aykhal,66.0,111.5,-14.27,100,100,3.83,RU,1711923435
544,fale old settlement,-9.3852,-171.2468,29.83,74,77,6.56,TK,1711923422
545,anori,-3.7728,-61.6442,25.98,94,93,1.45,BR,1711923594
546,spring hill,28.4769,-82.5255,26.98,60,75,4.63,US,1711923351
547,berezovyy,51.6667,135.7,-2.84,90,100,1.78,RU,1711923594
548,jaisalmer,26.9147,70.9181,23.76,26,38,3.69,IN,1711923594
549,souillac,-20.5167,57.5167,24.08,100,75,0.0,MU,1711923594
550,camaqua,-30.8511,-51.8122,22.77,80,72,2.55,BR,1711923360
551,leava,-14.3,-178.1667,29.11,78,90,6.8,WF,1711923594
552,sharlyk,52.9167,54.75,2.01,100,100,2.17,RU,1711923595
553,selfoss,63.9331,-20.9971,-2.2,49,100,13.73,IS,1711923483
554,matamey,13.4231,8.4749,30.06,10,40,4.91,NE,1711923595
555,abocho,7.5677,6.9863,28.06,67,48,5.63,NG,1711923595
556,dali,25.7,100.1833,10.51,91,10,2.24,CN,1711923595
557,bandarban,22.1965,92.2262,21.53,77,1,1.44,BD,1711923595
558,tamanrasset,22.785,5.5228,24.95,12,0,2.06,DZ,1711923481
559,peniche,39.3558,-9.3811,12.28,87,44,8.51,PT,1711923266
560,al hufuf,25.3646,49.5653,21.19,40,0,1.54,SA,1711923596
561,cannonvale,-20.2833,148.7,25.66,78,72,5.53,AU,1711923596
562,posadas,-27.3671,-55.8961,26.6,52,56,1.34,AR,1711923535
563,bornu yassu,12.2774,12.5552,31.37,12,99,4.55,NG,1711923596
564,olinda,-8.0089,-34.8553,29.85,74,40,2.06,BR,1711923596
565,beardstown,40.0176,-90.4243,20.94,75,83,2.98,US,1711923596
566,kalabo,-14.97,22.6814,19.21,91,100,1.41,ZM,1711923597
567,jaicos,-7.3592,-41.1378,23.63,93,99,3.41,BR,1711923597
568,tobelo,1.7284,128.0095,26.58,84,81,2.07,ID,1711923597
